,id,title,brand,price,link
63,4279807,Laptop Asus Vivobook X407MA-BV039T Pentium N5000/Win10 (14.0 inch) (Gold) - Hàng Chính Hãng,Asus,7099000,https://tiki.vn/laptop-asus-vivobook-x407ma-bv039t-pentium-n5000-win10-14-0-inch-gold-hang-chinh-hang-p4279807.html?src=category-page-1846.8095&2hi=0
64,2071717,Laptop Asus TUF Gaming FX504GD-E4177T Core i5-8300H/Win10 (15.6 inch) - Hàng Chính Hãng,Asus,18590000,https://tiki.vn/laptop-asus-tuf-gaming-fx504gd-e4177t-core-i5-8300h-win10-15-6-inch-hang-chinh-hang-p2071717.html?src=category-page-1846.8095&2hi=0
65,15073942,Laptop Asus Vivobook 14 A412FA-EK156T Core i3-8145U/Win10 (14,Asus,11089000,https://tiki.vn/laptop-asus-vivobook-14-a412fa-ek156t-core-i3-8145u-win10-14-fhd-hang-chinh-hang-p15073942.html?src=category-page-1846.8095&2hi=1
66,8009524,laptop Asus Vivobook A510UA-EJ1123T Core i3-8130U/Win10 (15.6,Asus,10259000,https://tiki.vn/laptop-asus-vivobook-a510ua-ej1123t-core-i3-8130u-win10-15-6-fhd-hang-chinh-hang-p8009524.html?src=category-page-1846.8095&2hi=0
67,24351545,Laptop Asus F570ZD-FY415T AMD R5-2500U/ GTX 1050 4GB/ Win10 (15.6 FHD IPS) - Hàng Chính Hãng,Asus,15190000,https://tiki.vn/laptop-asus-f570zd-fy415t-amd-r5-2500u-gtx-1050-4gb-win10-15-6-fhd-ips-hang-chinh-hang-p24351545.html?src=category-page-1846.8095&2hi=0
68,29253431,Laptop Dell Inspiron 3480 N3480I Core i5-8265U/ AMD 520 2GB/ Win10 (14 HD) - Hàng Chính Hãng,Dell,13359000,https://tiki.vn/laptop-dell-inspiron-3480-n3480i-core-i5-8265u-amd-520-2gb-win10-14-hd-hang-chinh-hang-p29253431.html?src=category-page-1846.8095&2hi=0
69,14013514,Laptop HP Probook 440 G6 (Intel Core I5-8265U  4GB RAM DDR4  256GB SSD  14,HP,16099000,https://tiki.vn/laptop-hp-probook-440-g6-intel-core-i5-8265u-4gb-ram-ddr4-256gb-ssd-14-fhd-free-dos-natural-sliver-5ym61pa-hang-chinh-hang-p14013514.html?src=category-page-1846.8095&2hi=0
70,20955082,Laptop Asus Vivobook 14 A412FJ-EK149T Core i5-8265U/MX230 2GB/Win10 (14 FHD) - Hàng Chính Hãng,Asus,16439000,https://tiki.vn/laptop-asus-vivobook-14-a412fj-ek149t-core-i5-8265u-mx230-2gb-win10-14-fhd-hang-chinh-hang-p20955082.html?src=category-page-1846.8095&2hi=0
71,21009368,Laptop Acer Aspire 5 A515-53-3153 NX.H6BSV.005 Core i3-8145U/ Win10 (15.6 FHD) - Hàng Chính Hãng,Acer,8599000,https://tiki.vn/laptop-acer-aspire-5-a515-53-3153-nx-h6bsv-005-core-i3-8145u-win10-15-6-fhd-hang-chinh-hang-p21009368.html?src=category-page-1846.8095&2hi=0
72,15073960,Laptop Gaming MSI GF63 Thin 9SC-070VN Core i7-9750H/GTX 1650 4GB/Win10 (15.6 FHD IPS) - Hàng Chính Hãng,MSI,24429000,https://tiki.vn/laptop-gaming-msi-gf63-thin-9sc-070vn-core-i7-9750h-gtx-1650-4gb-win10-15-6-fhd-ips-hang-chinh-hang-p15073960.html?src=category-page-1846.8095&2hi=0
73,26115085,MSI GF63 9RCX-646VN : I5-9300H | 8GB RAM | 512GB SSD PCIe | GTX 1050Ti 4GB + UHD Graphics 630 | 15.6 FHD IPS | Win10 | Black - hàng chính hãng,MSI,19790000,https://tiki.vn/msi-gf63-9rcx-646vn-i5-9300h-8gb-ram-512gb-ssd-pcie-gtx-1050ti-4gb-uhd-graphics-630-15-6-fhd-ips-win10-black-hang-chinh-hang-p26115085.html?src=category-page-1846.8095&2hi=0
74,10642231,Laptop Asus Vivobook X407MA-BV085T N4000/ Win10 (14 inch) - Hàng Chính Hãng,Asus,5959000,https://tiki.vn/laptop-asus-vivobook-x407ma-bv085t-n4000-win10-14-inch-hang-chinh-hang-p10642231.html?src=category-page-1846.8095&2hi=0
75,32349900,Laptop Acer Aspire 3 A315-54K-39LX NX.HEESV.008 Core i3-7020U/ Win10 (15.6 HD) - Hàng Chính Hãng,Acer,8909000,https://tiki.vn/laptop-acer-aspire-3-a315-54k-39lx-nx-heesv-008-core-i3-7020u-win10-15-6-hd-hang-chinh-hang-p32349900.html?src=category-page-1846.8095&2hi=0
76,17048907,Laptop Asus ROG Zephyrus G GA502DU-AL024T AMD R7-3750H/ GTX 1660Ti 6GB/ Win10 (15.6 FHD 120Hz) - Hàng Chính Hãng,Asus,28799000,https://tiki.vn/laptop-asus-rog-zephyrus-g-ga502du-al024t-amd-r7-3750h-gtx-1660ti-6gb-win10-15-6-fhd-120hz-hang-chinh-hang-p17048907.html?src=category-page-1846.8095&2hi=1
77,3550775,MacBook Pro Touch Bar 2018 Core i5/512GB (13 inch) - Hàng Chính Hãng,Apple,59980000,https://tiki.vn/macbook-pro-touch-bar-2018-core-i5-512gb-13-inch-hang-chinh-hang-p3550775.html?src=category-page-1846.8095&2hi=0
78,1016301,Laptop DELL Inspiron 13 5379 JYN0N1 Core i5-8250U/Win10 + Office 13.3 inch - Hàng Chính Hãng,Dell,20309000,https://tiki.vn/laptop-dell-inspiron-13-5379-jyn0n1-core-i5-8250u-win10-office-13-3-inch-hang-chinh-hang-p1016301.html?src=category-page-1846.8095&2hi=1
79,39940263,Laptop Acer Aspire 5 A515-54-51J3 NX.HN5SV.003 Core i5-10210U/ Win10 (15.6 FHD) - Hàng Chính Hãng,Acer,16589000,https://tiki.vn/laptop-acer-aspire-5-a515-54-51j3-nx-hn5sv-003-core-i5-10210u-win10-15-6-fhd-hang-chinh-hang-p39940263.html?src=category-page-1846.8095&2hi=0
80,31581314,Laptop Dell Inspiron 3580 70186847 S I5-8265U 8GB 256GB 2GB 15.6inch FHD W10 - Silver - Hàng Chính Hãng ,Dell,14239000,https://tiki.vn/laptop-dell-inspiron-3580-70186847-s-i5-8265u-8gb-256gb-2gb-15-6inch-fhd-w10-silver-hang-chinh-hang-p31581314.html?src=category-page-1846.8095&2hi=0
81,5569327,Laptop Asus Vivobook S15 S530UA-BQ072T Core i3-8130U/Win10 (15.6,Asus,9999000,https://tiki.vn/laptop-asus-vivobook-s15-s530ua-bq072t-core-i3-8130u-win10-15-6-fhd-ips-hang-chinh-hang-p5569327.html?src=category-page-1846.8095&2hi=1
82,24733751,Dell Inspiron 3580-70186847 : i5-8265U | 4GB RAM | 1TB HDD | Radeon 520 2GB + UHD Graphics 620 | 15.6 FHD | Win10 | Finger | Silver - Hàng Chính Hãng,Dell,13490000,https://tiki.vn/dell-inspiron-3580-70186847-i5-8265u-4gb-ram-1tb-hdd-radeon-520-2gb-uhd-graphics-620-15-6-fhd-win10-finger-silver-hang-chinh-hang-p24733751.html?src=category-page-1846.8095&2hi=0
